0,5,electric_piano,a2,2
0,5,electric_piano,a3,2
4,2,steel_drums,e7,2
8,1,steel_drums,d7,2
4,0,steel_drums,cs7,2
8,6,steel_drums,b6,2
16,5,steel_drums,a6,2
16,0,steel_drums,cs7,2
24,2,steel_drums,e7,2
24,0,steel_drums,cs7,2
32,0,steel_drums,cs7,2
32,5,steel_drums,a6,2
48,0,steel_drums,c7,2
48,5,steel_drums,a6,2
56,5,steel_drums,a6,2
60,0,steel_drums,c7,2
60,5,steel_drums,a6,2
56,2,steel_drums,e6,2
64,6,steel_drums,b6,2
72,5,steel_drums,a6,2
76,4,steel_drums,g6,2
76,2,steel_drums,e6,2
72,2,steel_drums,e6,2
64,4,steel_drums,g6,2
32,5,electric_piano,a3,2
32,5,electric_piano,a2,2
48,3,electric_piano,f3,2
48,3,electric_piano,f2,2
64,4,electric_piano,g3,2
64,4,electric_piano,g2,2
80,5,electric_piano,a3,2
80,5,electric_piano,a2,2
94,4,electric_piano,g2,2
94,4,electric_piano,g3,2
96,5,electric_piano,a4,2
97,6,electric_piano,b4,2
98,0,electric_piano,c5,2
99,6,electric_piano,b4,2
100,5,electric_piano,a4,2
101,4,electric_piano,g4,2
102,5,electric_piano,a4,2
103,6,electric_piano,b4,2
104,0,electric_piano,c5,2
105,6,electric_piano,b4,2
106,0,electric_piano,c5,2
107,1,electric_piano,d5,2
96,5,electric_piano,a3,2
108,5,electric_piano,a3,2
96,5,electric_piano,a2,2
108,5,electric_piano,a2,2
80,5,steel_drums,a6,2
80,2,steel_drums,e6,2
96,2,electric_piano,e4,2
97,4,electric_piano,g4,2
98,5,electric_piano,a4,2
99,4,electric_piano,g4,2
100,2,electric_piano,e4,2
101,1,electric_piano,d4,2
102,2,electric_piano,e4,2
103,4,electric_piano,g4,2
104,5,electric_piano,a4,2
105,4,electric_piano,g4,2
106,5,electric_piano,a4,2
107,6,electric_piano,b4,2
108,5,electric_piano,a4,2
109,6,electric_piano,b4,2
110,0,electric_piano,c5,2
111,6,electric_piano,b4,2
112,5,electric_piano,a4,2
113,4,electric_piano,g4,2
114,5,electric_piano,a4,2
115,6,electric_piano,b4,2
116,0,electric_piano,c5,2
117,6,electric_piano,b4,2
118,0,electric_piano,c5,2
119,1,electric_piano,d5,2
108,2,electric_piano,e4,2
109,4,electric_piano,g4,2
110,5,electric_piano,a4,2
111,4,electric_piano,g4,2
112,2,electric_piano,e4,2
113,1,electric_piano,d4,2
114,2,electric_piano,e4,2
115,4,electric_piano,g4,2
116,5,electric_piano,a4,2
117,4,electric_piano,g4,2
118,5,electric_piano,a4,2
119,6,electric_piano,b4,2
120,5,electric_piano,a4,2
121,6,electric_piano,b4,2
122,0,electric_piano,c5,2
123,6,electric_piano,b4,2
124,5,electric_piano,a4,2
125,4,electric_piano,g4,2
126,5,electric_piano,a4,2
127,6,electric_piano,b4,2
128,0,electric_piano,c5,2
129,6,electric_piano,b4,2
130,0,electric_piano,c5,2
131,1,electric_piano,d5,2
120,2,electric_piano,e4,2
121,4,electric_piano,g4,2
122,5,electric_piano,a4,2
123,4,electric_piano,g4,2
124,2,electric_piano,e4,2
125,1,electric_piano,d4,2
126,2,electric_piano,e4,2
127,4,electric_piano,g4,2
128,5,electric_piano,a4,2
129,4,electric_piano,g4,2
130,5,electric_piano,a4,2
131,6,electric_piano,b4,2
132,5,electric_piano,a4,2
133,6,electric_piano,b4,2
134,0,electric_piano,c5,2
135,6,electric_piano,b4,2
136,5,electric_piano,a4,2
137,4,electric_piano,g4,2
138,5,electric_piano,a4,2
139,6,electric_piano,b4,2
140,0,electric_piano,c5,2
141,6,electric_piano,b4,2
142,0,electric_piano,c5,2
143,1,electric_piano,d5,2
132,2,electric_piano,e4,2
133,4,electric_piano,g4,2
134,5,electric_piano,a4,2
135,4,electric_piano,g4,2
136,2,electric_piano,e4,2
137,1,electric_piano,d4,2
138,2,electric_piano,e4,2
139,4,electric_piano,g4,2
140,5,electric_piano,a4,2
141,4,electric_piano,g4,2
142,5,electric_piano,a4,2
143,6,electric_piano,b4,2
144,5,electric_piano,a4,2
145,6,electric_piano,b4,2
146,0,electric_piano,c5,2
147,6,electric_piano,b4,2
148,5,electric_piano,a4,2
149,4,electric_piano,g4,2
150,5,electric_piano,a4,2
151,6,electric_piano,b4,2
152,0,electric_piano,c5,2
153,6,electric_piano,b4,2
154,0,electric_piano,c5,2
155,1,electric_piano,d5,2
144,2,electric_piano,e4,2
145,4,electric_piano,g4,2
146,5,electric_piano,a4,2
147,4,electric_piano,g4,2
148,2,electric_piano,e4,2
149,1,electric_piano,d4,2
150,2,electric_piano,e4,2
151,4,electric_piano,g4,2
152,5,electric_piano,a4,2
153,4,electric_piano,g4,2
154,5,electric_piano,a4,2
155,6,electric_piano,b4,2
156,5,electric_piano,a4,2
157,6,electric_piano,b4,2
158,0,electric_piano,c5,2
159,6,electric_piano,b4,2
160,5,electric_piano,a4,2
161,4,electric_piano,g4,2
162,5,electric_piano,a4,2
163,6,electric_piano,b4,2
164,0,electric_piano,c5,2
165,6,electric_piano,b4,2
166,0,electric_piano,c5,2
167,1,electric_piano,d5,2
156,2,electric_piano,e4,2
157,4,electric_piano,g4,2
158,5,electric_piano,a4,2
159,4,electric_piano,g4,2
160,2,electric_piano,e4,2
161,1,electric_piano,d4,2
162,2,electric_piano,e4,2
163,4,electric_piano,g4,2
164,5,electric_piano,a4,2
165,4,electric_piano,g4,2
166,5,electric_piano,a4,2
167,6,electric_piano,b4,2
120,1,electric_piano,d3,2
120,1,electric_piano,d2,2
132,1,electric_piano,d3,2
132,1,electric_piano,d2,2
144,3,electric_piano,f3,2
156,4,electric_piano,g3,2
144,3,electric_piano,f2,2
156,4,electric_piano,g2,2
168,5,electric_piano,a4,2
169,6,electric_piano,b4,2
170,0,electric_piano,c5,2
171,6,electric_piano,b4,2
172,5,electric_piano,a4,2
173,4,electric_piano,g4,2
174,5,electric_piano,a4,2
175,6,electric_piano,b4,2
176,0,electric_piano,c5,2
177,6,electric_piano,b4,2
178,0,electric_piano,c5,2
179,1,electric_piano,d5,2
168,5,electric_piano,a3,2
168,5,electric_piano,a2,2
168,2,electric_piano,e4,2
169,4,electric_piano,g4,2
170,5,electric_piano,a4,2
171,4,electric_piano,g4,2
172,2,electric_piano,e4,2
173,1,electric_piano,d4,2
174,2,electric_piano,e4,2
175,4,electric_piano,g4,2
176,5,electric_piano,a4,2
177,4,electric_piano,g4,2
178,5,electric_piano,a4,2
179,6,electric_piano,b4,2
183,2,electric_piano,e5,2
183,6,electric_piano,b4,2
183,6,electric_piano,b3,2
183,6,electric_piano,b2,2
180,6,electric_piano,b3,2
180,6,electric_piano,b2,2
120,2,steel_drums,e7,2
123,1,steel_drums,d7,2
126,2,steel_drums,e7,2
129,0,steel_drums,c7,2
132,6,steel_drums,b6,2
138,5,steel_drums,a6,2
144,5,steel_drums,a6,2
156,6,steel_drums,b6,2
168,5,steel_drums,a6,2
180,6,steel_drums,b6,2
183,6,steel_drums,b6,2
120,5,steel_drums,a6,2
123,4,steel_drums,g6,2
126,5,steel_drums,a6,2
129,2,steel_drums,e6,2
132,1,steel_drums,d6,2
138,1,steel_drums,d6,2
144,3,steel_drums,f6,2
156,4,steel_drums,g6,2
168,2,steel_drums,e6,2
180,4,steel_drums,g6,2
183,4,steel_drums,gs6,2
180,2,electric_piano,e5,2
180,6,electric_piano,b4,2
200,6,pizzicato,b3,2
200,2,pizzicato,e4,2
200,4,pizzicato,gs3,2
0,5,french_horn,a4,2
0,2,french_horn,e4,2
0,0,french_horn,cs5,2
16,0,french_horn,cs5,2
16,5,french_horn,a4,2
16,2,french_horn,e4,2
32,2,french_horn,e4,2
32,5,french_horn,a4,2
32,0,french_horn,cs5,2
48,0,french_horn,c5,2
48,5,french_horn,a4,2
48,3,french_horn,f4,2
64,1,french_horn,d5,2
64,6,french_horn,b4,2
64,4,french_horn,g4,2
80,2,french_horn,e5,2
80,0,french_horn,c5,2
80,5,french_horn,a4,2
94,4,acoustic_guitar,g5,2
0,2,violin,e6,2
0,5,violin,a5,2
16,2,violin,e6,2
16,5,violin,a5,2
32,2,violin,e6,2
32,5,violin,a5,2
0,0,violin,cs6,2
16,0,violin,cs6,2
32,0,violin,cs6,2
48,5,violin,a5,2
48,3,violin,f5,2
48,0,violin,c6,2
64,6,violin,b5,2
64,4,violin,g5,2
80,0,violin,c6,2
80,5,violin,a5,2
0,5,xylophone,a6,2
2,6,xylophone,b6,2
4,5,xylophone,a6,2
6,6,xylophone,b6,2
8,5,xylophone,a6,2
10,2,xylophone,e6,2
12,5,xylophone,a6,2
14,2,xylophone,e6,2
16,5,xylophone,a6,2
18,6,xylophone,b6,2
20,5,xylophone,a6,2
22,6,xylophone,b6,2
24,5,xylophone,a6,2
26,2,xylophone,e6,2
28,5,xylophone,a6,2
30,2,xylophone,e6,2
32,5,xylophone,a6,2
34,6,xylophone,b6,2
36,5,xylophone,a6,2
38,6,xylophone,b6,2
40,5,xylophone,a6,2
42,2,xylophone,e6,2
44,5,xylophone,a6,2
46,2,xylophone,e6,2
48,5,xylophone,a6,2
50,6,xylophone,b6,2
52,5,xylophone,a6,2
54,6,xylophone,b6,2
56,0,xylophone,c7,2
58,6,xylophone,b6,2
60,0,xylophone,c7,2
62,6,xylophone,b6,2
64,5,xylophone,a6,2
66,6,xylophone,b6,2
68,0,xylophone,c7,2
70,6,xylophone,b6,2
72,0,xylophone,c7,2
74,1,xylophone,d7,2
76,0,xylophone,c7,2
78,6,xylophone,b6,2
80,5,rag_piano,a6,2
80,2,rag_piano,e6,2
32,2,xylophone,e6,2
34,4,xylophone,g6,2
36,2,xylophone,e6,2
38,4,xylophone,g6,2
40,2,xylophone,e6,2
42,0,xylophone,cs6,2
44,2,xylophone,e6,2
46,0,xylophone,cs6,2
48,3,xylophone,f6,2
50,4,xylophone,g6,2
52,3,xylophone,f6,2
54,4,xylophone,g6,2
56,5,xylophone,a6,2
58,4,xylophone,g6,2
60,5,xylophone,a6,2
62,4,xylophone,g6,2
64,3,xylophone,f6,2
66,4,xylophone,g6,2
68,5,xylophone,a6,2
70,4,xylophone,g6,2
72,5,xylophone,a6,2
74,6,xylophone,b6,2
76,5,xylophone,a6,2
78,4,xylophone,g6,2
2,2,concert harp,e4,2
4,5,concert harp,a4,2
6,6,concert harp,b4,2
8,0,concert harp,cs5,2
10,6,concert harp,b4,2
12,5,concert harp,a4,2
14,2,concert harp,e4,2
2,2,concert harp,e5,2
4,5,concert harp,a5,2
6,6,concert harp,b5,2
8,0,concert harp,cs6,2
10,6,concert harp,b5,2
12,5,concert harp,a5,2
14,2,concert harp,e5,2
